"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"9023",38136,"GSM1058716","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9024",38137,"GSM1058727","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9025",38139,"GSM1058735","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9026",38145,"GSM1058741","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9027",38146,"GSM1058729","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9028",38156,"GSM1058738","None","Epithelium","Mammary Gland","H3","mouse","histone"
"9029",38167,"GSM1101724","C2C12","Myoblast","Muscle","H3K27ac","mouse","histone"
"9030",38168,"GSM1101723","C2C12","Myoblast","Muscle","H3K27ac","mouse","histone"
"9031",38169,"GSM1101725","C2C12","Myoblast","Muscle","H3K4me1","mouse","histone"
"9032",38170,"GSM1101727","C2C12","Myoblast","Muscle","H3K4me3","mouse","histone"
"9033",38171,"GSM1101726","C2C12","Myoblast","Muscle","H3K4me1","mouse","histone"
"9034",38172,"GSM1101728","C2C12","Myoblast","Muscle","H3K4me3","mouse","histone"
"9035",38176,"GSM949923","None","Th1","None","H3K4me1","mouse","histone"
"9036",38177,"GSM949922","None","Th1","None","H3K4me1","mouse","histone"
"9037",38178,"GSM949925","None","Th1","None","H3K27me3","mouse","histone"
"9038",38180,"GSM949924","None","Th1","None","H3K27me3","mouse","histone"
"9039",38300,"GSM723017","None","Embryonic Stem Cell","Embryo","H3K4me3","mouse","histone"
"9040",38305,"GSM723016","None","Embryonic Stem Cell","Embryo","H3K4me1","mouse","histone"
"9041",38327,"GSM1022296","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9042",38331,"GSM1022269","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9043",38333,"GSM1022294","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9044",38336,"GSM1022272","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9045",38341,"GSM1022266","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9046",38347,"GSM1022289","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9047",38349,"GSM1022290","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9048",38351,"GSM1022288","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9049",38356,"GSM1022259","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9050",38367,"GSM1022279","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9051",38370,"GSM1022293","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9052",38371,"GSM1022322","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9053",38374,"GSM1022299","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9054",38377,"GSM1022307","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9055",38378,"GSM1022278","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9056",38383,"GSM1022268","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9057",38386,"GSM1022308","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9058",38391,"GSM1022297","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9059",38395,"GSM1022298","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9060",38399,"GSM1022295","None","Macrophage","Bone Marrow","H3K27ac","mouse","histone"
"9061",38400,"GSM1022292","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9062",38404,"GSM1022306","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9063",38414,"GSM1022323","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9064",38419,"GSM1022274","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9065",38420,"GSM1022271","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
"9066",38428,"GSM1022258","None","Macrophage","Bone Marrow","H3K4me1","mouse","histone"
