"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"6400",54931,"GSM1551001","GM18858","Lymphoblastoid","None","H3K27ac","human","histone"
"6401",54932,"GSM1551002","None","Lymphoblastoid","None","H3K4me3","human","histone"
"6402",54933,"GSM1551003","None","Lymphoblastoid","None","H3K4me1","human","histone"
"6403",54934,"GSM1551004","GM19223","Lymphoblastoid","None","H3K27ac","human","histone"
"6404",54935,"GSM1551005","None","Lymphoblastoid","None","H3K27ac","human","histone"
"6405",54936,"GSM1551006","GM19201","Lymphoblastoid","None","H3K27ac","human","histone"
"6406",54937,"GSM1551007","GM19201","Lymphoblastoid","None","H3K4me3","human","histone"
"6407",54938,"GSM1551008","GM19201","Lymphoblastoid","None","H3K4me1","human","histone"
"6408",54939,"GSM1551009","GM19153","Lymphoblastoid","None","H3K27ac","human","histone"
"6409",54940,"GSM1551010","GM19144","Lymphoblastoid","None","H3K4me3","human","histone"
"6410",54941,"GSM1551011","GM19143","Lymphoblastoid","None","H3K4me3","human","histone"
"6411",54942,"GSM1551012","GM19143","Lymphoblastoid","None","H3K4me1","human","histone"
"6412",54943,"GSM1551013","GM19153","Lymphoblastoid","None","H3K4me1","human","histone"
"6413",54944,"GSM1551014","GM19153","Lymphoblastoid","None","H3K4me3","human","histone"
"6414",54945,"GSM1551015","GM19210","Lymphoblastoid","None","H3K4me1","human","histone"
"6415",54946,"GSM1551016","GM19210","Lymphoblastoid","None","H3K4me3","human","histone"
"6416",54947,"GSM1551017","GM19144","Lymphoblastoid","None","H3K4me1","human","histone"
"6417",54948,"GSM1551018","GM19159","Lymphoblastoid","None","H3K4me3","human","histone"
"6418",54949,"GSM1551019","GM19159","Lymphoblastoid","None","H3K4me1","human","histone"
"6419",54950,"GSM1551020","GM19159","Lymphoblastoid","None","H3K27ac","human","histone"
"6420",54951,"GSM1551021","GM19144","Lymphoblastoid","None","H3K27ac","human","histone"
"6421",54952,"GSM1551022","GM19143","Lymphoblastoid","None","H3K27ac","human","histone"
"6422",54953,"GSM1551023","GM19210","Lymphoblastoid","None","H3K27ac","human","histone"
"6423",55148,"GSM1575698","IMR90","Fibroblast","Lung","macroH2A","human","histone"
"6424",55222,"GSM1599147","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6425",55223,"GSM1599148","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6426",55224,"GSM1599149","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6427",55225,"GSM1599150","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6428",55226,"GSM1599151","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6429",55227,"GSM1599152","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6430",55228,"GSM1599153","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6431",55229,"GSM1599154","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6432",55230,"GSM1599155","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6433",55231,"GSM1599156","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6434",55232,"GSM1599157","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6435",55233,"GSM1599158","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6436",55234,"GSM1599159","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6437",55235,"GSM1599160","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6438",55236,"GSM1599161","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6439",55237,"GSM1599162","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6440",55274,"GSM1613313","BicR","Epithelium","Prostate","H3K4me3","human","histone"
"6441",55275,"GSM1613314","BicR","Epithelium","Prostate","H3K4me3","human","histone"
"6442",55279,"GSM1613318","BicR","Epithelium","Prostate","H3ac","human","histone"
"6443",55325,"GSM1619042","NCI-H526","Epithelium","Lung","H3K4me2","human","histone"
"6444",55326,"GSM1619043","NCI-H526","Epithelium","Lung","H3K4me1","human","histone"
"6445",55407,"GSM1645698","OCI-Ly1","B Lymphocyte","Bone Marrow","H3K4me2","human","histone"
"6446",55409,"GSM1645700","OCI-Ly1","B Lymphocyte","Bone Marrow","H3K4me2","human","histone"
"6447",55411,"GSM1645702","OCI-Ly1","B Lymphocyte","Bone Marrow","H3K4me2","human","histone"
"6448",55413,"GSM1645704","OCI-Ly1","B Lymphocyte","Bone Marrow","H3K4me2","human","histone"
"6449",55415,"GSM1647618","None","None","Lung","H3K4me3","human","histone"
"6450",55416,"GSM1647619","None","None","Lung","H3K4me3","human","histone"
"6451",55417,"GSM1647620","None","None","Liver","H3K4me3","human","histone"
"6452",55418,"GSM1647621","None","None","Liver","H3K4me3","human","histone"
"6453",55419,"GSM1647622","None","None","Liver","H3K4me3","human","histone"
"6454",55420,"GSM1647623","None","None","Liver","H3K4me3","human","histone"
"6455",55421,"GSM1647624","None","None","Lung","H3K4me3","human","histone"
"6456",55422,"GSM1647625","None","None","Lung","H3K4me3","human","histone"
"6457",55423,"GSM1647626","A549","Epithelium","Lung","H3K4me3","human","histone"
"6458",55424,"GSM1647627","A549","Epithelium","Lung","H3K4me3","human","histone"
"6459",55434,"GSM1666202","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6460",55435,"GSM1666203","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6461",55436,"GSM1666204","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6462",55437,"GSM1666205","GM12878","Lymphoblastoid","Blood","H3K4me3","human","histone"
"6463",55438,"GSM1666206","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6464",55439,"GSM1666207","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6465",55440,"GSM1666208","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6466",55441,"GSM1666209","GM12878","Lymphoblastoid","Blood","H3K27ac","human","histone"
"6467",55457,"GSM1670864","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6468",55458,"GSM1670865","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6469",55459,"GSM1670866","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6470",55460,"GSM1670867","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6471",55461,"GSM1670868","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6472",55462,"GSM1670869","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6473",55463,"GSM1670870","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6474",55464,"GSM1670871","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6475",55478,"GSM1680589","None","None","Liver","H3K27me3","human","histone"
"6476",55479,"GSM1680590","None","None","None","H3K27me3","human","histone"
"6477",55480,"GSM1680591","None","None","None","H3K27me3","human","histone"
"6478",55481,"GSM1681920","None","Macrophage","None","H3K27ac","human","histone"
"6479",55483,"GSM1681922","None","Macrophage","None","H3K27ac","human","histone"
"6480",55485,"GSM1681924","None","Macrophage","None","H3K27ac","human","histone"
"6481",55498,"GSM1695185","None","None","Kidney","H3K36me3","human","histone"
"6482",55499,"GSM1695186","None","None","Kidney","H3K36me3","human","histone"
"6483",55500,"GSM1695187","None","None","Kidney","H3K36me3","human","histone"
"6484",55501,"GSM1695188","None","None","Kidney","H3K36me3","human","histone"
"6485",55502,"GSM1695189","None","None","Kidney","H3K36me3","human","histone"
"6486",55503,"GSM1695190","None","None","Kidney","H3K36me3","human","histone"
"6487",55504,"GSM1695191","None","None","Kidney","H3K36me3","human","histone"
"6488",55505,"GSM1695192","None","None","Kidney","H3K36me3","human","histone"
"6489",55506,"GSM1695193","None","None","Kidney","H3K36me3","human","histone"
"6490",55507,"GSM1695194","None","None","Kidney","H3K36me3","human","histone"
"6491",55508,"GSM1695195","None","None","Kidney","H3K36me3","human","histone"
"6492",55509,"GSM1695196","None","None","Kidney","H3K36me3","human","histone"
"6493",55544,"GSM1701808","None","Thymocyte","None","H3K4me3","human","histone"
"6494",55545,"GSM1701809","None","Thymocyte","None","H3K4me3","human","histone"
"6495",55551,"GSM1703895","None","B Lymphocyte","None","H3K27ac","human","histone"
"6496",55556,"GSM1703901","GRANTA-519","B Lymphocyte","None","H3K27ac","human","histone"
"6497",55558,"GSM1703903","None","B Lymphocyte","None","H3K27ac","human","histone"
"6498",55560,"GSM1703905","None","B Lymphocyte","None","H3K27ac","human","histone"
"6499",55562,"GSM1703907","None","B Lymphocyte","None","H3K27ac","human","histone"
"6500",55564,"GSM1703909","KARPAS-422","B Lymphocyte","None","H3K27ac","human","histone"
"6501",55567,"GSM1703912","None","B Lymphocyte","None","H3K27ac","human","histone"
"6502",55569,"GSM1703914","None","B Lymphocyte","None","H3K27ac","human","histone"
"6503",55573,"GSM1703918","None","B Lymphocyte","None","H3K27ac","human","histone"
"6504",55578,"GSM1703923","Pfeiffer","B Lymphocyte","Lymph Node","H3K27ac","human","histone"
"6505",55580,"GSM1703925","None","B Lymphocyte","None","H3K27ac","human","histone"
"6506",55582,"GSM1703927","None","B Lymphocyte","None","H3K27ac","human","histone"
"6507",55586,"GSM1703931","Toledo","B Lymphocyte","Blood","H3K27ac","human","histone"
"6508",55649,"GSM1727079","HCT-116","Epithelium","Colon","H2Bub","human","histone"
"6509",55650,"GSM1727080","HCT-116","Epithelium","Colon","H2Bub","human","histone"
"6510",55651,"GSM1727081","HCT-116","Epithelium","Colon","H2Bub","human","histone"
"6511",55652,"GSM1727082","HCT-116","Epithelium","Colon","H2Bub","human","histone"
"6512",55731,"GSM1782704","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6513",55732,"GSM1782705","K562","Erythroblast","Bone Marrow","H3K36me3","human","histone"
"6514",55733,"GSM1782706","K562","Erythroblast","Bone Marrow","H3K4me1","human","histone"
"6515",55734,"GSM1782707","K562","Erythroblast","Bone Marrow","H3K4me1","human","histone"
"6516",55742,"GSM1782738","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6517",55743,"GSM1782739","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6518",55744,"GSM1782740","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6519",55745,"GSM1782741","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6520",55746,"GSM1782742","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6521",55749,"GSM1782766","None","None","Blood","H3K4me3","human","histone"
"6522",55768,"GSM1816978","ALL-SIL","T Lymphocyte","None","H3K27ac","human","histone"
"6523",55820,"GSM1820925","TC-797","None","None","H3K27me3","human","histone"
"6524",55829,"GSM1820934","TC-797","None","None","H3K9ac","human","histone"
"6525",55830,"GSM1820935","TC-797","None","None","H3K9ac","human","histone"
"6526",55831,"GSM1820936","TC-797","None","None","H3K14ac","human","histone"
"6527",55832,"GSM1820937","TC-797","None","None","H3K14ac","human","histone"
"6528",55833,"GSM1820938","TC-797","None","None","H3K27ac","human","histone"
"6529",55834,"GSM1820939","TC-797","None","None","H3K27ac","human","histone"
"6530",55835,"GSM1820940","TC-797","None","None","H3K36me3","human","histone"
"6531",55836,"GSM1820941","TC-797","None","None","H3K36me3","human","histone"
"6532",55849,"GSM1820954","1015c","None","None","H3K27ac","human","histone"
"6533",55850,"GSM1820955","1015c","None","None","H3K27ac","human","histone"
"6534",55853,"GSM1820958","TC-797","None","None","H3K27ac","human","histone"
"6535",55857,"GSM1820962","293T-Rex","None","None","H3K27ac","human","histone"
"6536",55861,"GSM1820966","293T-Rex","None","None","H3K27ac","human","histone"
"6537",55865,"GSM1820970","293T-Rex","None","None","H3K27ac","human","histone"
"6538",55896,"GSM1825747","None","Fibroblast","None","H3K4me1","human","histone"
"6539",55897,"GSM1825748","None","Fibroblast","None","H3K4me2","human","histone"
"6540",55898,"GSM1825749","None","Fibroblast","None","H3K4me2","human","histone"
"6541",55899,"GSM1825750","None","Fibroblast","None","H3K4me3","human","histone"
"6542",55900,"GSM1825751","None","Fibroblast","None","H3K27me3","human","histone"
"6543",55904,"GSM1825755","None","T Lymphocyte","None","H3K27me3","human","histone"
"6544",55905,"GSM1825756","None","T Lymphocyte","None","H3K4me1","human","histone"
"6545",55906,"GSM1825757","None","T Lymphocyte","None","H3K4me2","human","histone"
"6546",55907,"GSM1825758","None","T Lymphocyte","None","H3K4me3","human","histone"
"6547",55908,"GSM1825759","None","T Lymphocyte","None","H3K36me3","human","histone"
"6548",55910,"GSM1825761","None","Intermediate","None","H3K27me3","human","histone"
"6549",55911,"GSM1825762","None","Intermediate","None","H3K27ac","human","histone"
"6550",55912,"GSM1825763","None","Intermediate","None","H3K4me1","human","histone"
"6551",55913,"GSM1825764","None","Intermediate","None","H3K4me2","human","histone"
"6552",55914,"GSM1825765","None","Intermediate","None","H3K4me2","human","histone"
"6553",55915,"GSM1825766","None","Intermediate","None","H3K4me3","human","histone"
"6554",55917,"GSM1825768","None","Intermediate","None","H3K36me3","human","histone"
"6555",55918,"GSM1825769","None","Intermediate","None","H3K4me2","human","histone"
"6556",55919,"GSM1825770","None","Intermediate","None","H3K27ac","human","histone"
"6557",55920,"GSM1825771","None","Intermediate","None","H3K4me1","human","histone"
"6558",55921,"GSM1825772","None","Intermediate","None","H3K4me2","human","histone"
"6559",55922,"GSM1825773","None","Intermediate","None","H3K4me3","human","histone"
"6560",55923,"GSM1825774","None","Intermediate","None","H3K27me3","human","histone"
"6561",55924,"GSM1825775","None","Intermediate","None","H3K4me1","human","histone"
"6562",55925,"GSM1825776","None","Intermediate","None","H3K4me2","human","histone"
"6563",55926,"GSM1825777","None","Intermediate","None","H3K4me3","human","histone"
"6564",55927,"GSM1825778","None","Intermediate","None","H3K27ac","human","histone"
"6565",55929,"GSM1825780","None","Intermediate","None","H3K36me3","human","histone"
"6566",55930,"GSM1825781","None","Intermediate","None","H3K27me3","human","histone"
"6567",55931,"GSM1825782","None","Intermediate","None","H3K27ac","human","histone"
"6568",55932,"GSM1825783","None","Intermediate","None","H3K4me1","human","histone"
"6569",55933,"GSM1825784","None","Intermediate","None","H3K4me2","human","histone"
"6570",55934,"GSM1825785","None","Intermediate","None","H3K4me2","human","histone"
"6571",55935,"GSM1825786","None","Intermediate","None","H3K4me3","human","histone"
"6572",55937,"GSM1825788","None","Intermediate","None","H3K36me3","human","histone"
"6573",55961,"GSM1833875","None","Monocyte","Bone Marrow","H3K27ac","human","histone"
"6574",56016,"GSM1855843","HCT-116","Epithelium","Colon","H3K4me3","human","histone"
"6575",56017,"GSM1855844","HCT-116","Epithelium","Colon","H3K4me3","human","histone"
"6576",56018,"GSM1855845","HCT-116","Epithelium","Colon","H3K4me3","human","histone"
"6577",56019,"GSM1855846","HCT-116","Epithelium","Colon","H3K4me3","human","histone"
"6578",56130,"GSM1382416","MCF-7","Epithelium","Mammary Gland","H2A","human","histone"
"6579",56218,"GSM1513912","None","Neural Stem Cell","None","H3K4me3","human","histone"
"6580",56219,"GSM1513913","None","Neural Stem Cell","None","H3K4me3","human","histone"
"6581",56220,"GSM1513914","None","Neural Stem Cell","None","H3K27me3","human","histone"
"6582",56221,"GSM1513915","None","Neural Stem Cell","None","H3K27me3","human","histone"
"6583",56225,"GSM1517087","HeLa","Epithelium","Cervix","H3K4me1","human","histone"
"6584",56226,"GSM1517088","HeLa","Epithelium","Cervix","H3K4me1","human","histone"
"6585",56227,"GSM1517089","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6586",56228,"GSM1517090","HeLa","Epithelium","Cervix","H3K27ac","human","histone"
"6587",56229,"GSM1517091","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6588",56230,"GSM1517092","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6589",56285,"GSM1546361","None","Adipocyte","None","H2B","human","histone"
"6590",56286,"GSM1546362","None","Adipocyte","None","H2B","human","histone"
"6591",56287,"GSM1546363","None","Adipocyte","None","H2B","human","histone"
"6592",56288,"GSM1546364","None","Adipocyte","None","H2B","human","histone"
"6593",56289,"GSM1546365","None","Adipocyte","None","H2B","human","histone"
"6594",56331,"GSM1576985","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6595",56332,"GSM1576986","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6596",56333,"GSM1576987","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6597",56334,"GSM1576988","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6598",56335,"GSM1576989","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6599",56336,"GSM1576990","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27ac","human","histone"
"6600",56337,"GSM1576991","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6601",56338,"GSM1576992","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6602",56339,"GSM1576993","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6603",56340,"GSM1576994","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6604",56341,"GSM1576995","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6605",56342,"GSM1576996","None","Mesenchymal Stem Cell","Umbilical Cord","H3K27me3","human","histone"
"6606",56344,"GSM1587892","MOLM-14","Myeloid Cell","None","H3K4me1","human","histone"
"6607",56345,"GSM1587893","MOLM-14","Myeloid Cell","None","H3K27ac","human","histone"
"6608",56361,"GSM1587909","MOLM-14","Myeloid Cell","None","H3K27ac","human","histone"
"6609",56363,"GSM1587911","MOLM-14","Myeloid Cell","None","H3K27ac","human","histone"
"6610",56365,"GSM1587913","MOLM-14","Myeloid Cell","None","H3K27ac","human","histone"
"6611",56367,"GSM1587915","MOLM-14","Myeloid Cell","None","H3K27ac","human","histone"
"6612",56373,"GSM1587921","SET2","Megakaryoblastic","Blood","H3K27ac","human","histone"
"6613",56377,"GSM1587925","MV4-11","Monocyte","None","H3K27ac","human","histone"
"6614",56400,"GSM1602665","SH-SY5Y","Neuron","Bone Marrow","H3K27ac","human","histone"
"6615",56437,"GSM1635574","H358","None","Lung","H3K27ac","human","histone"
"6616",56438,"GSM1635575","H358","None","Lung","H3K27ac","human","histone"
"6617",56439,"GSM1635576","H2009","None","Lung","H3K27ac","human","histone"
"6618",56440,"GSM1635577","H2009","None","Lung","H3K27ac","human","histone"
"6619",56441,"GSM1635578","HCC95","Epithelium","Lung","H3K27ac","human","histone"
"6620",56442,"GSM1635579","Ishikawa","Epithelium","Uterus","H3K27ac","human","histone"
"6621",56443,"GSM1635580","Ishikawa","Epithelium","Uterus","H3K27ac","human","histone"
"6622",56450,"GSM1644653","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6623",56451,"GSM1644654","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6624",56452,"GSM1644655","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6625",56453,"GSM1644656","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6626",56458,"GSM1644661","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6627",56459,"GSM1644662","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6628",56460,"GSM1644663","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6629",56461,"GSM1644664","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6630",56464,"GSM1644667","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6631",56468,"GSM1644671","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6632",56469,"GSM1644672","HEK293T","Epithelium","Embryonic Kidney","H3K9me2","human","histone"
"6633",56476,"GSM1648033","None","B Lymphocyte","Tonsil","H3K4me1","human","histone"
"6634",56477,"GSM1648034","None","B Lymphocyte","Tonsil","H3K4me3","human","histone"
"6635",56479,"GSM1648036","None","B Lymphocyte","Tonsil","H3K4me1","human","histone"
"6636",56480,"GSM1648037","None","B Lymphocyte","Tonsil","H3K4me3","human","histone"
"6637",56499,"GSM1652918","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6638",56501,"GSM1652920","MOLM-13","None","None","H3K27ac","human","histone"
"6639",56510,"GSM1653247","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6640",56512,"GSM1653249","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6641",56514,"GSM1653251","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6642",56529,"GSM1663107","HT1080","Epithelium","Connective Tissue","H3K27ac","human","histone"
"6643",56530,"GSM1663108","HT1080","Epithelium","Connective Tissue","H3K27ac","human","histone"
"6644",56531,"GSM1663109","HT1080","Epithelium","Connective Tissue","H3K27me3","human","histone"
"6645",56532,"GSM1663110","HT1080","Epithelium","Connective Tissue","H3K27me3","human","histone"
"6646",56536,"GSM1664956","None","None","None","H3K27ac","human","histone"
"6647",56550,"GSM1670701","HuCCT1","None","None","H3K4me3","human","histone"
"6648",56551,"GSM1670702","HuCCT1","None","None","H3K27ac","human","histone"
"6649",56552,"GSM1670703","HuCCT1","None","None","H3K27ac","human","histone"
"6650",56553,"GSM1670704","HuCCT1","None","None","H3K4me1","human","histone"
"6651",56554,"GSM1670705","HuCCT1","None","None","H3K4me1","human","histone"
"6652",56569,"GSM1670895","HepG2","Epithelium","Liver","H3K4me3","human","histone"
"6653",56571,"GSM1670897","HepG2","Epithelium","Liver","H3K27ac","human","histone"
"6654",56581,"GSM1670907","None","Hepatocyte","Liver","H3K4me3","human","histone"
"6655",56582,"GSM1670908","None","Hepatocyte","Liver","H3K27ac","human","histone"
"6656",56583,"GSM1670909","None","Hepatocyte","Liver","H3K36me3","human","histone"
"6657",56584,"GSM1670910","None","Hepatocyte","Liver","H3K122ac","human","histone"
"6658",56585,"GSM1670911","None","Hepatocyte","Liver","H3K27me3","human","histone"
"6659",56588,"GSM1670914","None","None","Liver","H3K4me3","human","histone"
"6660",56589,"GSM1670915","None","None","Liver","H3K27ac","human","histone"
"6661",56590,"GSM1670916","None","None","Liver","H3K36me3","human","histone"
"6662",56591,"GSM1670917","None","None","Liver","H3K122ac","human","histone"
"6663",56592,"GSM1670918","None","None","Liver","H3K27me3","human","histone"
"6664",56597,"GSM1680101","BE2-C","None","None","H3K27ac","human","histone"
"6665",56600,"GSM1680104","NGP","None","None","H3K27ac","human","histone"
"6666",56603,"GSM1680107","BE2-C","None","None","H3K27ac","human","histone"
"6667",56797,"GSM1817151","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6668",56798,"GSM1817152","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6669",56799,"GSM1817153","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6670",56800,"GSM1817154","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6671",56801,"GSM1817155","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6672",56802,"GSM1817156","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6673",56803,"GSM1817157","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6674",56804,"GSM1817158","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6675",56805,"GSM1817159","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6676",56806,"GSM1817160","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6677",56807,"GSM1817161","None","Neural crest cell","Cranial","H3K27ac","human","histone"
"6678",56808,"GSM1817170","None","Neural crest cell","Cranial","H3K4me1","human","histone"
"6679",56809,"GSM1817171","None","Neural crest cell","Cranial","H3K4me1","human","histone"
"6680",56810,"GSM1817174","None","Neural crest cell","Cranial","H3K4me3","human","histone"
"6681",56811,"GSM1817175","None","Neural crest cell","Cranial","H3K4me3","human","histone"
"6682",56812,"GSM1817176","None","Neural crest cell","Cranial","H3K4me3","human","histone"
"6683",56813,"GSM1817179","None","Neural crest cell","Cranial","H3K27me3","human","histone"
"6684",56857,"GSM1819880","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6685",56858,"GSM1819881","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6686",56859,"GSM1819882","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6687",56860,"GSM1819883","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6688",56861,"GSM1819884","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6689",56862,"GSM1819885","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6690",56863,"GSM1819886","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6691",56864,"GSM1819887","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6692",56865,"GSM1819888","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6693",56866,"GSM1819889","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6694",56867,"GSM1819890","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6695",56868,"GSM1819891","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6696",56869,"GSM1819892","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6697",56870,"GSM1819893","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6698",56871,"GSM1819894","K562","Erythroblast","Bone Marrow","H3K9me3","human","histone"
"6699",56918,"GSM1841082","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6700",56919,"GSM1841083","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6701",56920,"GSM1841084","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6702",56921,"GSM1841085","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6703",56922,"GSM1841086","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6704",56923,"GSM1841087","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6705",56924,"GSM1841088","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6706",56925,"GSM1841089","None","T Lymphocyte","Synovial Fluid","H3K27ac","human","histone"
"6707",56926,"GSM1841090","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6708",56927,"GSM1841091","None","T Lymphocyte","Synovial Fluid","H3K27ac","human","histone"
"6709",56928,"GSM1841092","None","T Lymphocyte","Blood","H3K27ac","human","histone"
"6710",56929,"GSM1841093","None","T Lymphocyte","Synovial Fluid","H3K27ac","human","histone"
"6711",56930,"GSM1841094","None","T Lymphocyte","Synovial Fluid","H3K27ac","human","histone"
"6712",56931,"GSM1841095","None","T Lymphocyte","Synovial Fluid","H3K27ac","human","histone"
"6713",56934,"GSM1841289","RS4","B Lymphocyte","None","H3K4me1","human","histone"
"6714",56935,"GSM1841290","RS4","B Lymphocyte","None","H3K4me2","human","histone"
"6715",56936,"GSM1841291","RS4","B Lymphocyte","None","H3K4me3","human","histone"
"6716",56937,"GSM1841292","RS4","B Lymphocyte","None","H3K27ac","human","histone"
"6717",56945,"GSM1841300","RS4","B Lymphocyte","None","H3K4me1","human","histone"
"6718",56946,"GSM1841301","RS4","B Lymphocyte","None","H3K4me2","human","histone"
"6719",56947,"GSM1841302","RS4","B Lymphocyte","None","H3K4me3","human","histone"
"6720",56948,"GSM1841303","RS4","B Lymphocyte","None","H3K27ac","human","histone"
"6721",56954,"GSM1846779","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6722",56955,"GSM1846780","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6723",56957,"GSM1846782","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
